content_id,content,subject,sentiment_value
0wWTI3t94YrQHln8,昨 天 在 论 坛 上 才 发 的 ， 价 格 不 知 道 ， 你 联 系 楼 主,价格,0
8cO4hzqLNrTt3P0U,哦 ！ 记 错 了 ， 是 不 需 要 自 启 动 时 ， 轻 踩 刹 车 至 车 停 ， 后 放 N 档 ， ， 再 踩 重 也 不 熄 火 。 自 启 动 有 效 后 即 使 放 N 档 ， 松 刹 车 或 放 P 档 都 会 起 动 。,操控,0
4Uea2SNGQpgu65rW,4 S 店 没 有 给 出 任 何 价 格 信 息 ， 他 们 连 版 本 和 配 置 信 息 还 没 有 拿 到 。 不 过 国 家 降 低 进 口 关 税 是 对 整 个 市 场 面 的 政 策 影 响 ， 斯 巴 鲁 也 不 会 置 若 罔 闻 、 无 动 于 衷 的 ， 毕 竟 国 内 乘 用 车 市 场 的 竞 争 已 经 日 趋 激 烈 … …,价格,0
wRQGHM4lUxPfVLq1,打 火 之 前 ， 先 通 电 ， 等 导 航 启 动 完 毕 了 再 打 火 。 应 该 就 没 问 题 了 。,配置,0
NBErK94D65cSl8LW,途 观 保 值 逼 格 高 车 漆 好 隔 音 好 底 盘 扎 实 内 饰 德 味 没 有 异 响 维 修 便 宜 ， 为 啥 买 森 林 人 还 多 交 十 万 块 的 税 … … 楼 上 推 荐 森 林 人 的 要 不 是 伪 车 主 要 不 就 是 庞 大 派 来 的 托,外观/操控/内饰,1
R6TjAGP4iW0zmIr2,你 的 是 导 航 鸡 吗 ？ 如 果 是 更 换 掉,配置,-1
b80qJ2NxQEPrI1o9,呵 呵 ， 这 个 配 置 充 分 说 明 了 1 8 款 仍 不 是 大 改 款 ！ ！ ！,配置,-1
bqd2wzUJemXPnW7Y,等 几 个 月 优 惠 起 码 1 万 加,价格,0
eDvQ4c8dEGaqRXk2,乞 丐 版 性 价 比 最 高 ， 安 全 配 置 一 样 不 少 和 高 配 差 一 键 启 动 和 电 动 尾 门 。 话 说 森 林 人 电 动 尾 门 真 的 有 些 鸡 肋,价格,0
QqXCUNMiB60FlPTA,楼 主 最 好 都 去 试 驾 或 试 乘 ， 从 车 辆 的 动 力 性 能 （ 比 功 率 ， 最 大 扭 矩 及 最 大 扭 矩 转 速 ） 、 安 全 配 置 、 后 排 空 间 ， 舒 适 性 等 方 面 进 行 列 表 评 估 ， 根 据 需 求 选 择 最 适 合 自 己 的 车 辆 。,动力/配置/空间/舒适性,0
KvdVawRtHjZDXqgM,同 样 1 3 款 2 . 5 尊 贵 ， 你 说 的 问 题 我 都 存 在 着 ， 发 动 机 的 哒 哒 声 叫 做 爆 震 … … 我 拆 洗 换 了 中 缸 ， 无 任 何 积 炭 情 况 下 还 是 爆 震 ， 关 键 爆 震 时 会 动 力 下 降 啊 ！ 刚 开 始 时 痛 并 快 乐 着 ， T M D ， 现 在 就 剩 下 痛 了 ， 这 进 口 的 品 质 真 好 啊 ！,动力,-1
lJjrUfNtMmF0bQBV,用 的 很 好 啊 ， 车 身 高 度 提 高 了 ， 磨 损 也 耐 磨 了 ， 毕 竟 厚 度 厚 ， 就 是 A T 胎 的 噪 音 太 大 了 。,外观/舒适性,-1
QxVw7tslmU0uPie4,价 格 还 是 相 差 好 几 万 吧 ！,价格,0
IoyQ9Zq6j7ad2XOT,也 没 那 么 不 靠 谱 ， 我 1 5 年 换 的 花 了 1 6 0 0 ， 也 是 没 牌 子 的 安 卓 大 屏 。 用 了 3 年 了 没 有 任 何 问 题 。 即 使 坏 了 ， 换 一 个 成 本 也 是 很 低 的 。 高 德 地 图 车 机 版   车 载 W i F i 比 大 多 数 手 机 导 航 都 方 便 准 确 。,配置,0
C3GOl4y6JV51XPw2,开 过 这 么 多 C V T 的 车 型 就 是 斯 巴 鲁 的 C V T 感 觉 最 好 … 够 平 顺 ！ 加 速 反 应 对 于 C V T 来 说 也 够 快 … 当 然 我 们 说 的 都 是 个 人 感 受 还 是 要 楼 主 自 己 去 试 驾 感 受,动力,1
ePgIVnTxqEXO8loF,清 过 了 ， 高 速 6 . 8 ， 市 区 不 塞 车 情 况 下 8 . 4,油耗,0
FM0R2TLkNp7tc6eg,斯 巴 鲁 在 美 安 全 性 能 第 一,安全性,1
58qoVJYmcnuCNEOf,牛 逼 牛 逼 透 了 ！ 偶 尔 拥 堵 还 激 烈 驾 驶 综 合 油 耗 只 有 7 . 5 ， 服 了 ！ 大 哥 你 如 果 开 飞 度 估 计 油 耗 会 在 4 左 右 徘 徊 了,油耗,-1
xdn6ju9MeC4qmHXB,没 问 价 格 。 估 计 优 惠 一 下 能 有 个 2 8 ， 2 9 的 样 子 吧,价格,0
dVkoPa0fJIFijqbO,虽 然 我 不 赞 同 也 没 找 到 … … 但 这 岂 不 是 成 了 所 有 发 动 机 的 问 题 了 ？ 而 不 是 水 平 对 置 发 动 机 的 特 有 问 题 了 … …,动力,0
5Q9gPXtIWdswMLx8,我 的 不 严 重 也 不 碍 事 所 以 就 没 管 它 ， 设 计 问 题 ， 那 块 塑 料 里 面 是 空 的 ， 正 好 又 是 后 排 安 全 带 扣 的 位 置 ， 压 力 一 大 容 易 断,空间,0
P9iAQW7ZS0JeT6yk,这 油 耗 上 下 班 开 正 常 ， 单 跑 高 速 就 不 正 常 了,油耗,-1
Wt803yMOJ5brvmA1,1 3 款 速 度 上 7 0 后 也 是 翁 翁 声 ， 减 速 低 6 0 后 就 正 常 ， 是 轴 承 有 问 题 质 保 期 内 换 4 S 店 说 申 报 索 赔 要 等 。 后 来 自 己 掏 钱 换 连 工 时 费 后 轮 二 个 1 6 0 0 元 现 在 噪 音 正 常,动力,0
pSiWgR0yuoUdZajn,这 个 原 因 多 ， 需 要 排 除 法 。 洗 节 气 门 ， 更 换 火 花 塞 ， 清 洗 前 后 氧 传 感 器 和 三 元 催 化 器 ， 更 换 汽 油 滤 芯 ， 检 测 汽 油 泵 压 力 ， 检 查 空 气 滤 清 器 ， 这 是 动 力 部 分 。 机 械 部 分 ， 检 查 变 速 箱 油 ， 前 后 桥 油 ， 上 下 囚 笼 。 总 到 感 觉 你 的 车 变 速 箱 问 题 可 能 性 大 ， 是 不 是 电 磁 阀 问 题 ， 具 体 找 维 修 师 傅 检 查 ， 我 觉 得 重 点 是 变 速 箱 。,动力,0
HL1vNdTxazSXr8j7,原 车 轮 胎 2 2 5 / 5 5 R 1 7 当 然 能 换 2 2 5 / 6 0 R 1 7 ， 只 轮 胎 厚 了 少 许 ， 影 响 不 大 ， 如 有 帮 助 麻 ， 望 采 纳,操控,0
T0MvXBH7SJZ5gpOC,你 的 视 频 里 森 林 人 很 稳 健   而 且 高 速 再 加 速 的 性 能 不 是 1 . 6 N A 做 得 来 的,操控/动力,0
FTcCpo0hZmGrOHQP,优 惠 2 万 元 还 送 、 、 、 、 、 、,价格,0
ZuSfVACrDEMP9jx7,放 到 后 备 箱 盖 板 底 下 ， 有 专 门 的 位 置,空间,0
2IkvZMG3OTtrVJuo,城 市 环 路 的 油 耗 ， 没 什 么 意 义 … …,油耗,0
USHqmODK7wYazpn3,后 备 箱 响 ， 找 遍 了 也 不 知 道 什 么 原 因 ， 这 有 两 个 月 了 没 再 响 过,空间,0
qHF38o4j7B6zDgGy,不 是 有 中 文 配 置 表 吗 ， 新 的 后 排 多 了 出 风 口 ， 高 配 带 面 部 识 别 记 忆   眼 部 监 测 疲 劳 提 醒 ， 后 备 箱 开 口 变 大 ， 空 间 小 幅 度 提 升 ， 增 加 X V 上 的 那 种 盲 区 监 测 和 红 色 缝 线 内 饰 ， 告 别 棒 棒 糖 钥 匙 一 键 启 动 普 及 、 传 统 手 刹 改 电 子 手 刹 、 提 高 车 身 刚 性 的 S P G 平 台,配置/内饰/空间/操控,0
aog1f683ytqmV9Pr,其 实 现 在 新 出 的 X V   底 盘   骨 架 ，   都 很 喜 欢 。 就 是 内 饰   看 了   无 论 设 计 ， 质 感 ， 我 的 感 觉 也 是 跟 你 一 样 。 我 是 非 常 不 满 意 。 还 不 如 现 款 。 轮 胎 噪 音   大 不 大 ？,舒适性/操控/内饰,-1
tkBdNXvhKJnVxwFH,2 . 5 的 在 市 区 行 驶 和 2 . 0 的 区 别 不 大 ， 但 是 高 速 上 就 不 一 样 了 ， 2 . 0 的 后 段 提 速 乏 力 ， 还 有 就 是 满 载 爬 山 的 时 候 2 . 5 的 比 2 . 0 的 轻 松 多 了 。 外 观 上 2 . 0 的 是 用 的 2 . 5 高 配 的 獠 牙 脸 ， 1 8 寸 轮 毂 ， 有 尾 翼 。 但 是 大 灯 和 c 型 示 宽 灯 都 是 卤 素 光 源 ， 没 有 随 动 功 能 ， 看 上 去 很 挫 。 2 . 5 大 灯 的 是 l e d 远 近 光 一 体   l e d 示 宽 灯 带 随 动 。 另 外 2 . 5 的 多 了 副 驾 驶 电 动 调 节 ， 和 后 排 座 椅 加 热 。,动力/外观/舒适性,1
l5LkJnA8HUPtOBFi,车 子 是 自 己 开 的 ， 啥 车 都 有 小 毛 病 ， 但 安 全 性 最 重 要 ， 可 以 自 己 百 度 一 下 “ 3 . 1 5 调 查   某 特 断 轴 致 两 死 ”,安全性,0
9bOinYxlhfwgcpKF,森 林 人 这 车 别 说 2 . 5 的 ， 就 是 2 . 0 的 轻 点 油 门 的 那 个 窜 劲 ， 1 0 0 米 进 1 0 秒 也 没 问 题 。 你 如 果 使 用 0 W - 4 0 等 高 粘 度 的 机 油 ， 再 让 4 S 加 机 油 超 过 上 限 ， 车 发 闷 那 就 没 辙 了 。 这 车 的 特 点 属 于 线 性 加 速 ， 特 点 是 省 油 。 嫌 慢 可 以 考 虑 涡 轮 车 。,油耗,1
8TLWJxbzrO6uUjNQ,缠 胶 布 没 用 ， 如 果 你 后 排 坐 了 人 靠 着 不 响 就 肯 定 是 这 个 问 题 。 如 果 坐 着 人 也 响 就 排 除 后 排 座 锁 扣 的 问 题 。,空间,0
JsnoXc7rwCHR1eSL,日 本 的 测 评 啊   原 厂 日 行 灯 真 是 好 看   森 的 操 控 肯 定 是 最 好 的   各 有 所 长 吧,操控,0
wsUF8Leb4H3G5KvN,一 般 不 用 ， 除 非 车 内 异 味 严 重 。 我 一 般 用 夫 人 用 下 的 香 水 ， 打 开 或 者 半 开 即 可 。 1 、 （ 夫 人 不 用 ， 丢 了 可 惜 ） ， 相 对 品 质 肯 定 比 几 十 元 的 车 载 的 好 很 多 。 2 、 关 键 不 小 心 由 于 某 种 原 因 ， 导 致 自 己 身 上 有 香 味 ， 自 己 由 于 1 、 的 原 因 ， 也 好 解 释 。 第 2 点 ， 懂 的 人 自 然 懂 。,舒适性,0
o4XB3ZxJjTEpNcdS,E J 2 5 不 上 高 速 烧 机 油 不 明 显 ， 高 速 爬 山 消 耗 严 重,动力,0
TcNFIguoHBvGP4Aq,只 是 为 个 导 航 没 意 义 吧 ， 手 机 导 航 更 方 便 ， 这 价 格 可 以 买 个 不 错 的 手 机 了 ！,配置,0
E4OTMnKgHwQvSDf3,按 一 下 中 间 的 上 半 部 分 A C 按 钮 ， 等 于 把 空 调 关 了 ， 再 把 进 风 模 式 调 成 外 循 环 。 就 是 你 图 片 亮 灯 的 按 钮 。,舒适性,0
6CJAexKUMtBcq7zl,这 机 油 不 错 ， 关 键 是 价 格 ， 你 先 问 问 价 格 决 定 换 不 换 。,价格,0
scOqGHifhUCE9N6e,发 动 机 故 障 灯 亮 ， 这 个 读 取 故 障 码 才 知 道 具 体 是 什 么 部 位 出 问 题 ， 不 用 太 担 心 ， 检 查 去 吧,动力,0
bfZ3OgCyS7clzRJ1,估 计 平 坦 的 国 道 让 你 省 油 不 少,油耗,0
mFaJMYG2STofePzx,跟 什 么 机 油 没 有 关 系 ， 我 一 直 就 是 4 S 店 保 养 ， 用 的 0 w 2 0 ， 3 8 0 0 0 K M 就 开 始 烧 了 ， 呵 呵 ， f b 2 . 5 发 动 机 问 题 ， 别 纠 结 ， 换 中 缸 或 者 上 环 试 试 吧 。,动力,0
dHFPmVoXlOnjpgT6,这 个 就 看 你 怎 么 平 衡 了 ， C X - 5 国 内 组 装 ， 森 林 人 原 装 进 口 ， C X - 5 空 间 是 硬 伤 ， 四 驱 不 如 森 林 人 。,空间,-1
WZq6KpA8PDVRyHCc,0 9 款 2 . 5 森 2 5 万 公 里 发 动 机 不 是 很 响 哦,舒适性/动力,0
jVCA8S0qEuYO2wHX,电 瓶 一 定 要 好 好 看 ， 之 前 在 库 里 电 瓶 是 断 电 的 ， 再 接 上 可 能 会 出 现 问 题 ， 电 瓶 应 该 是 日 本 原 装 ， 上 面 为 日 文 ， 多 开 电 器 空 调 试 试 ， 原 装 进 口 是 很 耐 用 的,舒适性,0
1HhPuO8AtsMcfa4q,我 都 是 D 档 自 个 走 了 才 跟 油 ， 车 熄 火 停 哪 开 着 窗 估 计 就 没 噪 音 了 ， 还 有 嫌 弃 开 着 窗 噪 音 大 的 . . .,舒适性,-1
soim9FdhTEkWV0e6,不 是 热 车 的 过 程 ， 是 热 车 后 等 红 绿 灯 怠 速 时 车 身 会 抖 动 。,外观,-1
ZU2S73kC41Kj6zmn,那 不 是 烟 ， 是 突 然 关 闭 空 调 吹 出 来 的 雾 气 。,舒适性,0
48FZAHRdNsmhgleq,想 必 价 格 大 多 数 人 还 是 可 以 接 受 的 ， 必 竟 性 价 比 很 高,价格,1
GkCYD0xd2TmnZ3AV,是 比 较 规 则 的 轻 微 晃 动 ， 怠 速 高 点 就 不 抖 了 ， 把 怠 速 调 高 但 是 油 耗 会 高 好 多 ， 4 s 小 哥 给 的 解 释,油耗,0
CVUin6W9pEkbrQjP,太 感 人 了 啊 ，   看 来 F B 发 动 机 配 C V T 省 油 不 少 啊,动力,0
qzc6f2Qwm9higY53,烧 机 油 的 都 是 1 3 . 1 4 . 那 两 款 2 . 5 的 。 2 . 0 就 没 停 过 ， 后 面 几 款 烧 机 油 就 少 了 很 多 。 2 . 0 动 力 很 一 般,动力,0
r4TdeuICRjzMUH8Y,车 身 刚 性 杠 杆 的 ！ 更 多 的 ， 大 家 自 己 看 ， 森 林 人 值 不 值 ！ ！ ？,外观,0
urVkP5QTMHG392IZ,看 看 价 格 ， 再 跟 老 婆 大 人 商 量 一 下 ， 合 适 就 换 了,价格,0
jyptHCRZQ9hePFME,这 两 样 的 价 格 4 S 倒 是 合 理 ， 5 W - 3 0 机 油 价 格 就 不 厚 道 了 ， 加 上 工 时 费 ， 不 弄 你 个 8 、 9 百 元 走 不 了 路 。,价格,1
ORdnM6lLusxpoVEK,一 年 1 5 0 0 0 换 一 次 ， 京 东 刚 好 搞 活 动 ， 空 气 空 调 两 个 才 1 0 0 出 头 。 曼 牌 。,舒适性,0
QhB9nAuFgH3P6yEr,正 品 。 刹 车 片 软 。 跑 完 换 别 的 品 牌 的 就 不 响 了 。,安全性,0
D9BK0FQXzU1nkmcT,这 c v t 比 绝 大 多 数 a t 和 双 离 合 都 要 运 动 ， 只 是 没 有 了 升 降 档 那 种 感 觉 ， 他 会 自 动 升 降 档 ， 在 换 挡 那 瞬 间 感 觉 奇 怪 而 已 ， 响 应 可 以 给 满 分 ， 最 完 美 的 肯 定 是 把 马 自 达 的 拿 过 来 但 是 这 样 森 林 人 就 太 无 敌 了 ， 内 饰 的 话 是 绝 对 的 实 用 主 义 ， 配 置 的 话 森 林 人 车 主 的 平 均 开 车 技 术 来 说 ， 缺 少 的 那 些 配 置 都 是 没 什 么 卵 用 的,操控,0
IoYCMwSH2Q7dXWpg,主 要 是 c v t   ， 配 合 车 重 轻 ， 发 动 机 技 术 还 没 丰 田 好,动力,-1
8L4J2fpDMtVroBq5,我 也 觉 得 ！ 价 格 跟 现 在 差 不 多 ！ 或 者 略 高 一 点 ！,价格,0
s4qRtremdXoW1uLQ,我 试 的 2 . 5 的 ， 2 . 0 的 动 力 怎 么 样 ， 主 要 是 上 下 班 偶 尔 自 驾 游 ？,动力,0
maIArbikCuKyXPBR,烧 汽 油 还 好 把 ， 我 2 . 5 T 平 时 市 区 大 概 1 2 - 1 2 . 6 左 右 ， 高 速 1 2 0 码 定 速 9 . 2 左 右 。 机 油 的 话 在 市 区 跑 还 好 ， 5 0 0 0 公 里 消 耗 一 升 。 高 速 比 较 耗 机 油 ， 大 概 三 千 公 里 一 升 。 不 过 这 车 皮 实 ， 越 开 越 喜 欢 ， 搞 的 我 都 没 有 换 车 的 打 算 。 幸 亏 当 年 没 听 老 婆 的 买 那 个 移 动 火 葬 场 的 途 观 。,动力/油耗,0
QH8NEJzTFSU52Mnh,车 不 热   发 动 机 不 能 达 到 最 佳 状 态   慢 行 驶 至 中 控 台 水 温 灯 （ 蓝 色 ） 灭 了 后   基 本 可 以 正 常 驾 驶,配置/动力,0
HDqXakF3ZYSogOw4,上 海 一 共 4 家 店 ， 一 个 老 板 ， 价 格 没 多 大 出 入 ， 被 垄 断 了 ， 济 南 相 当 于 便 宜 3 w 多 ， 合 适 啊,价格,0
wkpn2NLfSquejmgA,这 俩 哪 个 也 谈 不 上 越 野 ， 只 能 说 一 个 逼 格 高 一 个 操 控 好 ， 要 是 越 野 这 俩 都 都 不 行,操控,1
hEqL5ON7fHSx0ivW,2 . 5 的 综 合 油 耗 好 像 普 遍 在 1 0 左 右,油耗,0
319FqepVfmKHwESl,建 议 你 选 个 b b a 入 门 … x t 真 就 那 么 回 事 ！ 开 久 了   隔 音 内 饰 比 动 力 给 的 更 直 观 ！,动力/内饰,0
1byxne8guUAqTlav,高 速 1 2 0 的 速 度 ， 油 耗 8 . 7 感 觉 不 正 常 ， 除 非 一 直 大 上 坡 ， 我 现 在 上 班 1 0 公 里 ， 上 下 班 高 峰 的 时 候 暴 力 驾 驶 ， 油 耗 最 多 1 3 ， 1 4 的 样 子 ， 当 然 这 是 不 堵 车 的 情 况 下 ， 堵 车 就 上 不 封 顶 了   ， 但 是 如 果 晚 上 加 班 避 开 晚 高 峰 ， 正 常 开 不 暴 力 的 话 ， 油 耗 都 可 以 到 9 以 下,油耗,0
FryNQegS8E4LY3tf,刹 车 距 离 短 了   不 像 原 厂 那 么 肉 了,操控,1
hveFDyRBnCb4ExiU,还 是 2 . 0 L 好 ， 技 术 比 2 . 5 先 进 ， 8 0 码 前 动 力 和 2 . 5 没 区 别 ， 城 市 里 开 8 0 码 已 经 不 能 再 快 了 ， 至 于 2 t ， 发 动 机 确 实 不 错 ， 但 是 变 速 箱 调 教 还 是 偏 向 平 顺 ， 但 是 价 格 高 了 好 多,价格/动力,1
qmQAeY1iWVwDs8o7,开 过 奇 骏 2 年 ， 操 控 性 稳 定 性 及 噪 音 都 没 法 跟 森 林 人 比 。 后 选 择 了 2 0 1 6 款 2 . 5 森 林 人,舒适性/操控,-1
L9faodvGFHhV1UeO,广 州 优 惠 5 k 。 送 记 录 仪 ， 发 动 机 护 板 ， 安 防 包 ( 自 动 落 锁 ， 前 雷 达 等 ),配置/动力,1
9abjiHuNXt45pkyK,那 我 的 下 次 坏 什 么 你 帮 我 淘 呗 ， 价 格 高 吗 ？,价格,0
7N2RZYomEshkPdVW,同 样 上 海 的 ， 金 桥 真 能 自 带 材 料 ？ 我 一 直 在 那 边 保 养 ， 要 是 能 带 ， 下 次 换 个 新 日 石 试 试,内饰,0
2B5EXk4ZDgcbIOuL,根 本 不 是 森 林 人 ， 就 凭 这 内 饰 就 不 是,内饰,0
ojlJEmM3On6Ww7P5,顶 风 顺 风 ， 油 品 ， 一 路 地 势 高 低 都 有 影 响 。 比 如 你 从 拉 萨 回 来 到 北 京 ， 一 路 下 来 估 计 要 低 一 点 ， 去 高 一 点 。 温 度 ， 夏 季 空 调 在 南 方 和 北 方 ， 冬 季 暖 风 南 北 方 都 有 影 响 的 ， 所 以 每 个 人 都 不 一 样 。,舒适性,0
Tu9izO5NI2CFvUk6,油 耗 跑 高 速 百 公 里 8 . 0 4 ， 感 觉 冬 天 耗 油 量 增 加 ， 平 时 油 耗 1 0 个 左 右 ， 每 天 上 下 班 ， 距 离 近 ， 山 坡 路,油耗,-1
PJNYxk7luq8jvLhS,目 前 为 止 还 没 有 1 9 款 的 任 何 配 置 资 料,配置,0
qU2fYQliZD3G4ERW,斯 柯 达 新 款 s u ∨ 底 盘 相 当 好,操控,1
4Xi1NILlbmTnjOg0,动 力 和 开 1 . 6 的 紧 凑 型 车 差 不 多 。 够 用,动力,0
I5fkD8mAgUaHedsM,中 控 大 屏 我 问 了 销 售 ， 销 售 说 由 于 涉 及 领 土 之 类 的 问 题 ， 到 了 海 关 统 一 装 的 ， 以 前 有 加 钱 升 级 原 装 屏 的 ， 现 在 没 有 了 。 我 的 倒 车 影 像 感 觉 不 歪 啊 ， 蛮 好 的 呀,配置,0
7BMXKlh20cQyx8vG,博 士 空 气 滤 ， 坤 牌 空 调 滤 ， 原 厂 机 滤 ， 某 宝 水 油,舒适性,0
Sfm4N1XpHB3R58oE,过 弯 傲 虎 体 感 侧 倾 略 强 ， 实 际 过 弯 极 限 傲 虎 比 森 林 人 高 一 些 。 公 路 底 盘 也 更 稳 健 。,操控,0
UpoQenPOHK392iGX,发 动 机 积 碳 过 多 也 会 增 加 油 耗 的 ， 可 以 清 理 一 下 节 气 门 看 看 的 ， 还 有 就 是 喷 油 嘴 ， 火 花 塞,油耗,-1
3JV6gkImDxOP9i4l,水 平 对 置 发 动 机 先 天 劣 势 就 是 受 重 力 影 响 活 塞 对 气 缸 摩 擦 大 ， 2 . 5 刚 开 始 都 烧 机 油 ， 2 . 0 活 塞 小 些 ， 重 力 影 响 小 就 没 烧 机 油 的 。 现 在 说 是 解 决 了 。,动力,0
k8CSNawRMdYv1Vz3,1 . 3 W ， 具 体 还 没 谈 ！ 兄 弟 ， 看 你 现 在 的 车 是 宝 马 3 ， 我 也 差 点 入 手 ， 想 想 还 是 S U V 空 间 舒 服 ， 不 会 那 么 压 抑 ！,空间,1
sWaitgUNpHq4fxvc,当 时 不 知 道 ， 开 了 好 一 会 才 发 现 油 耗 1 1 ， 才 看 到 L,油耗,0
fjPwgCevuQoLEr5k,没 关 系 ， 如 果 有 强 迫 症 的 话 就 把 门 板 内 饰 拆 掉 取 出 来 ， 顺 便 还 能 做 隔 音,内饰,0
pAhY90NvJFucTiG5,所 以 我 用 了 几 次 各 种 油 耗 a p p 以 后 再 也 不 用 了 ～,油耗,0
un8AZNHepwU0szdr,根 本 就 是 进 口 的 时 候 不 带 导 航 ， 国 内 瞎 装 的,配置,0
nfN43p02D1mso9xa,那 不 是 异 响 ， 是 经 过 R 档 时 倒 车 雷 达 启 动 的 声 音 。,舒适性/配置,0
gj03GbUnmdDP2OsW,我 的 表 显 1 0 . 6     实 计 要 到 1 3     群 里 有 没 有 解 决 油 耗 高 的 办 法,油耗,0
nEHSf2wGKVziAq70,即 使 算 进 去 V A T ， 考 虑 到 欧 洲 乞 丐 版 悲 惨 的 配 置 ， 加 到 中 国 版 配 置 ， 也 是 一 笔 相 当 可 观 的 数 字 了 ， 总 体 落 地 价 格 还 是 差 不 多 的 。 而 且 咱 们 还 是 在 英 镑 近 年 大 跌 ， 人 民 币 快 速 回 暖 的 情 况 下 比 较 的 ， 汇 率 变 动 影 响 价 格 。,配置/价格,0
KFOGxiVrY7tv3hyb,C X - 5 不 是 长 安 的 么 ？ 老 的 超 维 不 知 道 还 有 没 有 了 ， 好 车 ， 底 盘 比 森 扎 实 很 多 。,操控,0
kI0iDQnHcpA5ov3N,没 错 ， 要 是 追 求 加 速 感 ， 还 是 上 A T 的 车 型 或 者 手 挡 吧 ， C V T 真 的 不 行 ， 就 算 2 . 0 T 的 C V T 也 干 不 过 同 型 的 A T 车 。 C V T 就 适 合 城 市 里 走 走 停 停 的 路 况 ， 行 驶 平 顺 。,动力,0
65EOUCNT2alfhvMy,刹 车 油 没 少 啊 ， 在 高 线 和 低 线 中 间 呢,安全性,0
eojUTlq0vwigzdEy,看 来 小 排 量 的 油 老 虎 ， 您 是 没 遇 到 那 几 只 （ 非 性 能 车 ） ， 遇 到 了 分 分 钟 怀 疑 人 生,操控/动力,0
pguKZzPNIl0LHjvr,一 般 不 在 市 区 跑 ， 油 耗 都 很 低,油耗,1
5QE2UhKjolZ6fJV3,8 5 0 0 0 只 换 了 一 对 轮 胎 ， 电 瓶 检 测 还 有 7 5 % ， 刹 车 1 0 万 没 问 题 。 你 那 是 路 况 太 差 了 吗 ？,舒适性,0
MNlbU4WAzI03CLHk,这 内 饰 怎 么 这 么 c h o u ？ 科 技 感 也 是 一 如 既 往 的 差   ， 只 是 新 增 了 后 排 空 调 口 ， 电 子 刹 车 。 为 啥 我 觉 得 液 晶 屏 那 里 反 而 复 古 了 呢   。 前 网 辨 识 度 很 高,安全性/外观/内饰,-1
LZX4URv2DumpoQjC,看 你 的 头 像   3 1 8 路 上 7 2 拐 ， 准 备 去 西 藏 吧 。 建 议 你 买 X T 2 . 0   最 少 2 . 5   2 . 0 自 吸 在 高 原 动 力 不 足,动力,0
K03GVWzeNIkAc6n4,根 据 乘 员 的 乘 坐 感 受 来 说 C R V 的 舒 适 性 要 好 一 些 ， 如 果 是 驾 驶 感 受 当 然 还 是 森 林 人,舒适性,0
XTjb24piWGIUAzC3,空 间 能 将 就 的 话 ， 绝 对 2 0 1 8 X V 顶 配 。,空间,0
