content_id,content,subject,sentiment_value
LVFP1tDJYSgH4xCs,楼主 森林 人 吧 ！ 用车 半年 感受 ， 下 大雨 全时 四 驱稳 安全 ， 劈 弯 有点 开 轿车 的 感觉 得益于 水平 对置 发动机 ， 抛开 动力 驾驶 感受 一流 ， 要是 想要 动力 的 CVT 配 3.0 的 发动机 也 就 那样 ， 还有 就 主机 有点 小毛病 蓝牙 老 连不上楼 主 森 林 人 吧 ！ 用 车 半 年 感 受 ， 下 大 雨 全 时 四 驱 稳 安 全 ， 劈 弯 有 点 开 轿 车 的 感 觉 得 益 于 水 平 对 置 发 动 机 ， 抛 开 动 力 驾 驶 感 受 一 流 ， 要 是 想 要 动 力 的 C V T 配 3 . 0 的 发 动 机 也 就 那 样 ， 还 有 就 主 机 有 点 小 毛 病 蓝 牙 老 连 不 上,动力,0
G5KhrYtsBEgAOWFy,在 一次 森林 人 的 试驾 活动 种试 驾过 XV ， 感觉 这车 的 操控 非常 不错 ， 超乎 想象 ， 比 森林 人强 挺 多 的 （ 森林 人 重心 高 ） 。 开 的 时间 不 长 ， 对 底盘 没 具体 印象 。 楼主 主要 在 城市 里 开且 是 一个 人 的话 ， 我 觉得 XV 要 比 森林 人 更 合适 。在 一 次 森 林 人 的 试 驾 活 动 种 试 驾 过 X V ， 感 觉 这 车 的 操 控 非 常 不 错 ， 超 乎 想 象 ， 比 森 林 人 强 挺 多 的 （ 森 林 人 重 心 高 ） 。 开 的 时 间 不 长 ， 对 底 盘 没 具 体 印 象 。 楼 主 主 要 在 城 市 里 开 且 是 一 个 人 的 话 ， 我 觉 得 X V 要 比 森 林 人 更 合 适 。,操控,0
T01ntCwOIq8kueHL,我 也 想 知道 斯巴鲁 出 了 新 变速箱 吗 ？我 也 想 知 道 斯 巴 鲁 出 了 新 变 速 箱 吗 ？,动力,0
pAwSvg1uKdNao4n9,那 配置 写 的 usb 接口 在 哪 。那 配 置 写 的 u s b 接 口 在 哪 。,配置,0
IsdMHpBZ0SYPygi1,我 当初 也 是 这 两辆车 在 选 ， 先定 了 傲虎 ， 然后 第二天 改成 了 森 其实 傲虎 比森 油门 响应 快 ， 门 和 高速 过 弯 没 感觉 又 多 大 差别 ， 应该 差不多 ， 傲虎 隔音 内饰 要 比森 好点 ～ eyesight 很 有用 ， 建议 有 条件 一定 要 上 ！ 但是 森 的 视野 太爽了 ， 老婆 开 过 念念不忘 ， 家里 第二 台车 ， 也 不是 太 在意 空间 ， 所以 第二天 就 改成 森了 … …我 当 初 也 是 这 两 辆 车 在 选 ， 先 定 了 傲 虎 ， 然 后 第 二 天 改 成 了 森 其 实 傲 虎 比 森 油 门 响 应 快 ， 门 和 高 速 过 弯 没 感 觉 又 多 大 差 别 ， 应 该 差 不 多 ， 傲 虎 隔 音 内 饰 要 比 森 好 点 ～ e y e s i g h t 很 有 用 ， 建 议 有 条 件 一 定 要 上 ！ 但 是 森 的 视 野 太 爽 了 ， 老 婆 开 过 念 念 不 忘 ， 家 里 第 二 台 车 ， 也 不 是 太 在 意 空 间 ， 所 以 第 二 天 就 改 成 森 了 … …,舒适性/空间/内饰,1
D4wHPJtyp3AXgkU8,很 普通 般的 外观 板金 补漆 ， 找个 熟人 快修 ， 几小时 OK很 普 通 般 的 外 观 板 金 补 漆 ， 找 个 熟 人 快 修 ， 几 小 时 O K,外观,0
0P1dmVlfnrHyAIGY,来 深圳 买 吧 ， 降 税后 的 价格 基础 上 再 优惠 2 万 现金 加 礼包 ， 估计 可以 谈到 2.5来 深 圳 买 吧 ， 降 税 后 的 价 格 基 础 上 再 优 惠 2 万 现 金 加 礼 包 ， 估 计 可 以 谈 到 2 . 5,价格,0
l5LkJnA8HUPtOBFi,车子 是 自己 开 的 ， 啥 车 都 有 小毛病 ， 但 安全性 最 重要 ， 可以 自己 百度 一下 “ 3.15 调查   某特断 轴致 两死 ”车 子 是 自 己 开 的 ， 啥 车 都 有 小 毛 病 ， 但 安 全 性 最 重 要 ， 可 以 自 己 百 度 一 下 “ 3 . 1 5 调 查   某 特 断 轴 致 两 死 ”,安全性,0
Lu3ImG4RA7yC6wnP,我 的 综合 油耗 :   8.0 ± 0.4   l / 100km我 的 综 合 油 耗 :   8 . 0 ± 0 . 4   l / 1 0 0 k m,油耗,0
L38KBG7Zcohgtdz4,2w 左右 是 比较 合适 的 ， 也 分 地方 ， 分 时段 ， 一般来说 南方 的 优惠 比 北方 大 一点 ， 个人 觉得 ， 只要 车 中意 ， 那个 优惠 额度 上下 应该 也 就是 几千块 的 事 ， 就 不要 去 介意 了 ， 早买 早 享受2 w 左 右 是 比 较 合 适 的 ， 也 分 地 方 ， 分 时 段 ， 一 般 来 说 南 方 的 优 惠 比 北 方 大 一 点 ， 个 人 觉 得 ， 只 要 车 中 意 ， 那 个 优 惠 额 度 上 下 应 该 也 就 是 几 千 块 的 事 ， 就 不 要 去 介 意 了 ， 早 买 早 享 受,价格,0
HFpU8hxwDur2GLtI,2 ， 转向 略有 虚位 。 感觉 比 RAV4 还略 大  些 。 你 这个 第 2 点 也 让 我 有点 吃惊 ， 不是 说 斯巴鲁 的 车 一向 方向盘 虚位 小 ， 甚至 无 虚位 的 吗 ？ 晕 了 。 。 。2 ， 转 向 略 有 虚 位 。 感 觉 比 R A V 4 还 略 大  些 。 你 这 个 第 2 点 也 让 我 有 点 吃 惊 ， 不 是 说 斯 巴 鲁 的 车 一 向 方 向 盘 虚 位 小 ， 甚 至 无 虚 位 的 吗 ？ 晕 了 。 。 。,操控,-1
u5DLao7Whsrl2f9g,如果 只是 这个 区间 抖 ， 有 可能 是 动平衡 问题 。 再有 ， 如果 有装 发动机 护板 ， 检查 下 是不是 发动机 和 护板 的 间隙 太小 ， 共振 引起 。如 果 只 是 这 个 区 间 抖 ， 有 可 能 是 动 平 衡 问 题 。 再 有 ， 如 果 有 装 发 动 机 护 板 ， 检 查 下 是 不 是 发 动 机 和 护 板 的 间 隙 太 小 ， 共 振 引 起 。,动力,0
F1AyRxIoi3k5WJOf,中间 不是 瞬间 油耗 ， 是 本次 旅程 的 油耗 。 odo 是 总 里程 油耗中 间 不 是 瞬 间 油 耗 ， 是 本 次 旅 程 的 油 耗 。 o d o 是 总 里 程 油 耗,油耗,0
UsqrbRHOkyAi0ca8,我车 从 一 开始 就 有 这样 的 嗡嗡 声音 了 。 。 后来 看 论坛 ， 可能 是 轴承 的 问题 。 。 但是 还 没有 动过 。 。 4s   店铺 也 查过 。 。 好像 也 没 说 什么 。 。 等 你 的 更新我 车 从 一 开 始 就 有 这 样 的 嗡 嗡 声 音 了 。 。 后 来 看 论 坛 ， 可 能 是 轴 承 的 问 题 。 。 但 是 还 没 有 动 过 。 。 4 s   店 铺 也 查 过 。 。 好 像 也 没 说 什 么 。 。 等 你 的 更 新,舒适性,0
KMRApqykchv7D36U,你 害人 啊 ！ 别 听 他 说 ， 极速 貌似 不是 衡量 你 车 正 不 正常 的 重要 指标 .......... 重点 观察 油耗 ， 油水 渗漏 ， 异响 ， 换档 是否 顺畅 ， 霉味 水侵 痕迹 和 维修 钣 金 车架 电焊 痕迹 等你 害 人 啊 ！ 别 听 他 说 ， 极 速 貌 似 不 是 衡 量 你 车 正 不 正 常 的 重 要 指 标 . . . . . . . . . . 重 点 观 察 油 耗 ， 油 水 渗 漏 ， 异 响 ， 换 档 是 否 顺 畅 ， 霉 味 水 侵 痕 迹 和 维 修 钣 金 车 架 电 焊 痕 迹 等,油耗,0
ZUnsqYwGpoJxk2ia,算好 啦 ！ 我 发动机 漏油 ， 修 了 两次 了 。算 好 啦 ！ 我 发 动 机 漏 油 ， 修 了 两 次 了 。,动力,0
NL0SjMroVkmtOvTd,车架 无损伤 ， 发动机 正常 ， 涡轮 正常 就 可以 考虑 。 玩 呗车 架 无 损 伤 ， 发 动 机 正 常 ， 涡 轮 正 常 就 可 以 考 虑 。 玩 呗,动力,0
hoWrMnGTUvdsK3Dm,听过 ， 价格 太贵 ， 但 一直 念念不忘听 过 ， 价 格 太 贵 ， 但 一 直 念 念 不 忘,价格,-1
wCfxW6jVpEFzAcY4,最好 的 膜 贴 前 档 就 够 了 ， 不然 夏天 实在 受不了 ， 另外 安全性 也 提高 了最 好 的 膜 贴 前 档 就 够 了 ， 不 然 夏 天 实 在 受 不 了 ， 另 外 安 全 性 也 提 高 了,安全性,1
YnpQUVX7vNDh9MiL,如果说 发动机 坏 了 ， 得查 是 什么 原因 坏 了 。 如果 是 发动机 内 机油 不 达标 ， 那么 车主 又 没 按时 保养 ， 那 4s 当然 没 责任 。 如果 机油 达标 ， 4s 说 是 由于 没 按时 保养 造成 的 ， 那 需要 4s 出示 没 按时 保养 的 证据 。 估计 4s 只能 出示 “ 没 在 4s店 按时 保养 ” 的 证据 。如 果 说 发 动 机 坏 了 ， 得 查 是 什 么 原 因 坏 了 。 如 果 是 发 动 机 内 机 油 不 达 标 ， 那 么 车 主 又 没 按 时 保 养 ， 那 4 s 当 然 没 责 任 。 如 果 机 油 达 标 ， 4 s 说 是 由 于 没 按 时 保 养 造 成 的 ， 那 需 要 4 s 出 示 没 按 时 保 养 的 证 据 。 估 计 4 s 只 能 出 示 “ 没 在 4 s 店 按 时 保 养 ” 的 证 据 。,动力,0
AyvsHphmLcdVrKfe,嗯 ， 优惠 力度 还是 可以 的嗯 ， 优 惠 力 度 还 是 可 以 的,价格,1
m46RlAe2O1K7YoxN,价格 ？ 呵呵 ， 你 懂 音响 ？ 看 价格 ？价 格 ？ 呵 呵 ， 你 懂 音 响 ？ 看 价 格 ？,价格,0
qerO8hfTFv6YDI2x,内饰 不 抽烟 不吃 东西 还 可以 保持 ， 发动机舱 用布 擦 不 干净 啊 ！ 缝隙 里 油泥 不好 搞 啊 ！内 饰 不 抽 烟 不 吃 东 西 还 可 以 保 持 ， 发 动 机 舱 用 布 擦 不 干 净 啊 ！ 缝 隙 里 油 泥 不 好 搞 啊 ！,内饰/动力,-1
lAgk3UVviojMpK9e,我 以前 也 发过 几篇 这种 贴 ， 我 今年 只想 等 换代 森林 人 和 cx - 8 六座 出来 比较 后 就 买 ， 一家人 多 小孩 又 大 了 真心 接受 不了 cx5 后排 ， 望 参考我 以 前 也 发 过 几 篇 这 种 贴 ， 我 今 年 只 想 等 换 代 森 林 人 和 c x - 8 六 座 出 来 比 较 后 就 买 ， 一 家 人 多 小 孩 又 大 了 真 心 接 受 不 了 c x 5 后 排 ， 望 参 考,空间,0
7WfYNQylRDGpBriq,有没有 必要 等 个 半年 看 优惠 幅度 ？ 反正 现在 手头 还有 个 代步 的 。有 没 有 必 要 等 个 半 年 看 优 惠 幅 度 ？ 反 正 现 在 手 头 还 有 个 代 步 的 。,价格,0
WVvLnu6TMCmEiPX3,我 当时 想 cx - 5 ， 但 后排 座椅 靠背 不可 调 ， 放弃 。 买 了 傲虎 ， 讨厌 cvt 白痴 波箱 ， 再 一次 机会 我会 新款 cx - 5我 当 时 想 c x - 5 ， 但 后 排 座 椅 靠 背 不 可 调 ， 放 弃 。 买 了 傲 虎 ， 讨 厌 c v t 白 痴 波 箱 ， 再 一 次 机 会 我 会 新 款 c x - 5,空间,0
aWmRIQ6Nsrx71iPG,换 陶瓷 刹车片 就 好 了 ， 原厂 的 刹车片 不好 ！换 陶 瓷 刹 车 片 就 好 了 ， 原 厂 的 刹 车 片 不 好 ！,安全性,0
09WVQJmlYXjzAk3O,我 的 13 款 在 84000 公里 的 时候 开始 烧 机油 了 ， 距 保养 期 还 差 1000 公里 ， 离 高速 服务区 200 米 的 时候 提示 机油 液位 低 ， 赶紧 进 服务区 ， 量 了 一下 在 最低 位往 上 不到 1 厘米 ， 联系 4S店 后 让 在 加油站 自己 买点 机油 加进去 ， 然后 跑 回去 再 处理 ， 3800 公里 全 高速行驶 消耗掉 1 升多 机油 ， 排气管 明显 发黑 。 没有 办法 抱 着 比 没有 强 的 想法 加 了 中 石油 加油站 唯一 的 一款 汽油机油 昆仑 10W - 40我 的 1 3 款 在 8 4 0 0 0 公 里 的 时 候 开 始 烧 机 油 了 ， 距 保 养 期 还 差 1 0 0 0 公 里 ， 离 高 速 服 务 区 2 0 0 米 的 时 候 提 示 机 油 液 位 低 ， 赶 紧 进 服 务 区 ， 量 了 一 下 在 最 低 位 往 上 不 到 1 厘 米 ， 联 系 4 S 店 后 让 在 加 油 站 自 己 买 点 机 油 加 进 去 ， 然 后 跑 回 去 再 处 理 ， 3 8 0 0 公 里 全 高 速 行 驶 消 耗 掉 1 升 多 机 油 ， 排 气 管 明 显 发 黑 。 没 有 办 法 抱 着 比 没 有 强 的 想 法 加 了 中 石 油 加 油 站 唯 一 的 一 款 汽 油 机 油 昆 仑 1 0 W - 4 0,动力,0
LdfUQJIwx239E7Os,这 也 是 FB 发动机 通病 ， 要是 不 严重 ， 就 不 需要 管它 。这 也 是 F B 发 动 机 通 病 ， 要 是 不 严 重 ， 就 不 需 要 管 它 。,动力,-1
CYJS5cUFlb4TvyB1,我 的 11 款 的 也 是 发动机 渗油 ， ssss 店 报价 5000 ， 要 抬 发动机 ， 后来 我 去 斯巴鲁 北京 总部 反应 了 ， 这是 厂家 的 质量 问题 ， 后来 就 给 免费 修 了 ， 由于 水平 对置 发动机 ， 渗油 的话 ， 油是 滴 到 排气管 上面 去 的 ， 我 也 是 去 ssss 保养 时 ， 发现 一股 烧焦 的 味道 才 发现 渗油 的 ， 建议 修理 ， 如果 大 夏天 40 度 又 是 走 高速 ， 如果 油滴 到 排气管 上会 有 安全隐患 的 ，我 的 1 1 款 的 也 是 发 动 机 渗 油 ， s s s s 店 报 价 5 0 0 0 ， 要 抬 发 动 机 ， 后 来 我 去 斯 巴 鲁 北 京 总 部 反 应 了 ， 这 是 厂 家 的 质 量 问 题 ， 后 来 就 给 免 费 修 了 ， 由 于 水 平 对 置 发 动 机 ， 渗 油 的 话 ， 油 是 滴 到 排 气 管 上 面 去 的 ， 我 也 是 去 s s s s 保 养 时 ， 发 现 一 股 烧 焦 的 味 道 才 发 现 渗 油 的 ， 建 议 修 理 ， 如 果 大 夏 天 4 0 度 又 是 走 高 速 ， 如 果 油 滴 到 排 气 管 上 会 有 安 全 隐 患 的 ，,动力,0
20HsiNrf9E6IoUpC,欧蓝德 曾经 是 斯巴鲁 最强 的 竞争对手 ， 现在 欧蓝德 合资 了 ， 价格 降下来 ， 但是 它 的 四 驱性 还是 有 传承 下来 ， 总的来说 还 不错 的 。欧 蓝 德 曾 经 是 斯 巴 鲁 最 强 的 竞 争 对 手 ， 现 在 欧 蓝 德 合 资 了 ， 价 格 降 下 来 ， 但 是 它 的 四 驱 性 还 是 有 传 承 下 来 ， 总 的 来 说 还 不 错 的 。,价格,0
4q7xvsV1ynEphUTP,怠速 轻微 抖动 我 也 有   要是 刹车 抖   可能 是 盘子 和 片 的 问题怠 速 轻 微 抖 动 我 也 有   要 是 刹 车 抖   可 能 是 盘 子 和 片 的 问 题,安全性/舒适性,0
MP2edE1X6OSoFx3n,不 打开 正 时 皮带 盖子 你 能 看到 涨 紧轮 ？ 你 能 看见 正 时 皮带 ？   外面 2 条 一条 是 空调 皮带 一条 是 发电机 皮带不 打 开 正 时 皮 带 盖 子 你 能 看 到 涨 紧 轮 ？ 你 能 看 见 正 时 皮 带 ？   外 面 2 条 一 条 是 空 调 皮 带 一 条 是 发 电 机 皮 带,舒适性,0
iYQ5SFOuavnImtU7,反 了 ， 6 万换 前 差 ， 后差 可以 和 变速箱 油 一起 换 8 万时 吧反 了 ， 6 万 换 前 差 ， 后 差 可 以 和 变 速 箱 油 一 起 换 8 万 时 吧,动力,0
O8sFvbcWE2XloJUe,内饰 换红碳 就 帅 的 没 谁 了内 饰 换 红 碳 就 帅 的 没 谁 了,内饰,1
r2YVMegioznKGwjv,机油 都 OK 的 ， 只要 不是 假货 。 不是 什么 核心部件机 油 都 O K 的 ， 只 要 不 是 假 货 。 不 是 什 么 核 心 部 件,油耗,0
7BGeuYPSEf2ZVsnQ,价格 毕竟 也 摆在 那里 。 再者 ， 一个 商务旅行 版 的 ， 偏 舒适 。 一个 是 运动型 的 ， 偏 硬朗 。价 格 毕 竟 也 摆 在 那 里 。 再 者 ， 一 个 商 务 旅 行 版 的 ， 偏 舒 适 。 一 个 是 运 动 型 的 ， 偏 硬 朗 。,舒适性/价格,0
xrXt6H1qs0nWBmLY,我试 驾 的 16 款顶配 感觉 噪音 不是 很大 ， 发动机 有 一种 声浪 的 感觉 。 完全 没有 问题 。 根据 其他 老铁 的 反应 ， 18 款 隔音 效果 加强 了 。我 试 驾 的 1 6 款 顶 配 感 觉 噪 音 不 是 很 大 ， 发 动 机 有 一 种 声 浪 的 感 觉 。 完 全 没 有 问 题 。 根 据 其 他 老 铁 的 反 应 ， 1 8 款 隔 音 效 果 加 强 了 。,动力,0
W931YGbBNjLsTDgn,和 驾驶 习惯 路况 ， 气温 都 有 关系 吧 ， 我 不 属于 暴力 驾驶 的 ， 在 杭州 这个 油耗 算 很 好 了 ， 12.5 到 13和 驾 驶 习 惯 路 况 ， 气 温 都 有 关 系 吧 ， 我 不 属 于 暴 力 驾 驶 的 ， 在 杭 州 这 个 油 耗 算 很 好 了 ， 1 2 . 5 到 1 3,油耗,1
XckA5quzYPbFlns2,对 啊 。 全时 四驱 没有 那么 娇贵 。 自己 看看 说明书 。 方向盘 里 还有 一个 保险 。 是 断开 后桥 的 。 也 就是 两驱 。 长时间 拖拽 也 可以 这样对 啊 。 全 时 四 驱 没 有 那 么 娇 贵 。 自 己 看 看 说 明 书 。 方 向 盘 里 还 有 一 个 保 险 。 是 断 开 后 桥 的 。 也 就 是 两 驱 。 长 时 间 拖 拽 也 可 以 这 样,操控,0
ZayJjEsIvTxYqSHd,短途 坐 着 还行 ， 长途 腰部 支撑 才 是 最 必须 的 ， 当然 座椅 通风 要 有 就 更好 了短 途 坐 着 还 行 ， 长 途 腰 部 支 撑 才 是 最 必 须 的 ， 当 然 座 椅 通 风 要 有 就 更 好 了,内饰,0
89kfi1CZpVdKOP35,刚看 您 文章 了   油耗 开 那么 低 确实 可以   我 喜欢 大脚 油门   因为 之前 小排量 看惯 了刚 看 您 文 章 了   油 耗 开 那 么 低 确 实 可 以   我 喜 欢 大 脚 油 门   因 为 之 前 小 排 量 看 惯 了,油耗,1
comydb69YGVPO4lg,肯定 2.5 的 ， 当然 2.0 T 更好 。 首先 油耗 相差 很少 ， 其次 16 款 以后 的 2.5 基本 没见 烧 机油 的 ， 最后 2.0 和 2.5 的 动力 表现 差别 很大 。 我 2.0 和 2.5 各 一辆 ， 觉得 2.0 提速 比 2.5 差 很多 ， 不仅 动力 表现 差 ， 提 转速 也 很慢 ， 大脚 油门 2.5 转速 瞬间 就 上去 了 ， 2.0 就 很 迟滞 。 本来 我 以为 我 2.0 那辆车 发动机 不行 ， 前两天 试驾 了 2.0 和 2.5 的 阿特 兹 才 发现 结果 都 一样 ， 2.5 确实 比 2.0 提 转速 快 ， 动力 表现 好 一大截 。肯 定 2 . 5 的 ， 当 然 2 . 0 T 更 好 。 首 先 油 耗 相 差 很 少 ， 其 次 1 6 款 以 后 的 2 . 5 基 本 没 见 烧 机 油 的 ， 最 后 2 . 0 和 2 . 5 的 动 力 表 现 差 别 很 大 。 我 2 . 0 和 2 . 5 各 一 辆 ， 觉 得 2 . 0 提 速 比 2 . 5 差 很 多 ， 不 仅 动 力 表 现 差 ， 提 转 速 也 很 慢 ， 大 脚 油 门 2 . 5 转 速 瞬 间 就 上 去 了 ， 2 . 0 就 很 迟 滞 。 本 来 我 以 为 我 2 . 0 那 辆 车 发 动 机 不 行 ， 前 两 天 试 驾 了 2 . 0 和 2 . 5 的 阿 特 兹 才 发 现 结 果 都 一 样 ， 2 . 5 确 实 比 2 . 0 提 转 速 快 ， 动 力 表 现 好 一 大 截 。,油耗,0
O0sTKyZukihmlEHP,西安 市区 ， 价格 好 商量 ， 24 万公里西 安 市 区 ， 价 格 好 商 量 ， 2 4 万 公 里,价格,0
